1,1,537.0920407327144,141.97497499504578,559.5195925680669,188.81753599128234,5.0,-1,-1,-1
1,2,562.2644652038653,142.32443204122194,580.0482179016035,188.36701998514525,4.0,-1,-1,-1
1,3,546.4385985827555,143.2713774527711,567.2324829602132,189.25891124351796,3.0,-1,-1,-1
1,4,477.37741049465427,136.5308826566179,546.2104496127677,334.3636791109602,2.0,-1,-1,-1
1,5,386.12695322234697,148.76930256380243,488.7582396487468,355.0275266598304,1.0,-1,-1,-1
2,1,561.3473334528286,143.12586540801297,578.8182252619675,187.76251213786995,4.0,-1,-1,-1
2,2,502.59058705851885,149.50254671960087,553.4959798741502,324.97245268571476,2.0,-1,-1,-1
2,3,392.62356105615595,149.86842306222508,496.0400711587945,356.70768481334136,1.0,-1,-1,-1
3,1,511.635908651577,147.04490033635702,568.1895220083445,329.284847330219,2.0,-1,-1,-1
3,2,411.0953253612467,154.19182713599633,501.6112549571039,351.2683350387831,1.0,-1,-1,-1
4,1,516.5251647205012,141.82397167709877,581.2921455394719,337.80756987315897,2.0,-1,-1,-1
4,2,439.50421691630953,160.6195889255605,510.66454597463354,340.5667609720581,1.0,-1,-1,-1
5,1,525.4979012582951,137.16283168773083,598.9555306292236,345.72491813833005,2.0,-1,-1,-1
5,2,454.39200635086206,163.4044401239363,521.1135707013731,344.6332323397454,1.0,-1,-1,-1
6,1,531.6437395105137,138.96969147933396,610.833774470426,351.48440620371736,2.0,-1,-1,-1
6,2,464.4881875218275,155.32463185810752,538.716200372841,352.11180839751364,1.0,-1,-1,-1
7,1,536.684145678257,141.72013935790648,617.4815254142684,354.5703085453717,2.0,-1,-1,-1
7,2,471.19285166807106,156.0621265283594,547.644177375723,357.1207416018568,1.0,-1,-1,-1
8,1,555.5283900788352,143.3815430247236,626.9441133454434,349.17740991376945,2.0,-1,-1,-1
8,2,483.85220157841394,158.69486629809234,559.9224857847794,361.25936749336785,1.0,-1,-1,-1
9,1,570.4509422133663,142.62396684770437,637.9022238542359,346.87599099390275,2.0,-1,-1,-1
9,2,504.1017728497071,161.80875268196172,573.3839152261024,360.0174962665914,1.0,-1,-1,-1
10,1,495.375221604593,145.70697512627277,519.3677816147806,197.71278747759692,7.0,-1,-1,-1
10,2,583.7295347220315,144.11738761602174,654.6577496838297,352.42038480949094,2.0,-1,-1,-1
10,3,521.7745261902365,159.3739147465959,590.7424095998721,360.6506544747357,1.0,-1,-1,-1
11,1,496.9184087681061,145.51710269995982,520.5085418090787,199.73766646191729,7.0,-1,-1,-1
11,2,599.8481390601055,144.10466542641967,676.434114978083,355.8886409596589,2.0,-1,-1,-1
11,3,537.885162913555,154.78615645350277,616.2198901500421,362.5662230490888,1.0,-1,-1,-1
12,1,498.65075648772404,145.2469914456726,521.211117697316,199.59244182089637,7.0,-1,-1,-1
12,2,612.8183464472473,145.08681019356297,690.9023554213712,358.87860345188574,2.0,-1,-1,-1
12,3,543.0914270712027,153.07224593380934,632.6072435585021,366.43346591816123,1.0,-1,-1,-1
13,1,517.3795649667499,139.52576083586942,537.4177348473453,194.28426803925996,8.0,-1,-1,-1
13,2,498.7717815570785,144.97928079851494,521.7449647832968,201.50960564878307,7.0,-1,-1,-1
13,3,624.882092438893,146.12811548575186,698.7447772154402,359.5661134857454,2.0,-1,-1,-1
13,4,549.5532685997933,151.44301683356238,643.7389583375367,367.95495332572057,1.0,-1,-1,-1
14,1,501.0767455180318,144.11503092480166,524.5332374915426,202.20909536951132,7.0,-1,-1,-1
14,2,637.5597131217925,147.4863752941535,706.1481863639409,358.9704765876035,2.0,-1,-1,-1
14,3,566.3187947067478,150.8827879057634,657.1078863790398,367.882865085695,1.0,-1,-1,-1
15,1,277.68838346682196,147.22758805025654,350.8919387693769,323.2994186158254,9.0,-1,-1,-1
15,2,504.19214949032215,144.36412585485752,527.3274766196176,202.33740007715173,7.0,-1,-1,-1
15,3,651.2819764257239,147.1668148974731,718.2027204867444,360.3415661236358,2.0,-1,-1,-1
15,4,588.5748938444228,151.52562318945365,673.0558888180781,366.7787594436836,1.0,-1,-1,-1
